Variable Sistema,Maxima Potencia Electrolinera -Red,Maxima Potencia Terminal 1,Maxima Potencia Terminal 2,Maxima Potencia Terminal 3,Maxima Potencia Terminal 4,Maxima Potencia Terminal 5,Maxima Potencia Terminal 6,Maxima Potencia Terminal 7,Maxima Potencia Terminal 8,Maxima Potencia Terminal 9,Maxima Potencia Terminal 10,Maxima Potencia Terminal 11,Maxima Potencia Terminal 12
Valor,500,50,50,50,50,50,50,50,50,50,50,50,50
